"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Housing and Planning","CLG329","Senior Executive Officer (SEO)","39598","46117","Policy Manager","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Housing and Planning","CLG329","Senior Executive Officer (SEO)","39598","46117","Policy Manager","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 7 (G7)","48197","57362","Operational Delivery Advisor","1.00","Operational Delivery","East of England"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Executive Officer (EO) - London","24827","29045","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 6 (G6)","63465","74766","Policy Advisor","1.00","Policy","East of England"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 6 (G6) - London","63465","74766","Policy Advisor","0.89","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 7 (G7) - London","48197","57362","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 7 (G7)","48197","57362","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","South East"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 7 (G7)","48197","57362","Policy Advisor","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Higher Executive Officer (HEO)","33210","38300","Policy Manager","1.00","Policy","East of England"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Higher Executive Officer (HEO) - London","30188","34826","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Higher Executive Officer (HEO)","33210","38300","Policy Manager","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Senior Executive Officer (SEO)","39598","46117","Policy Manager","1.00","Policy","East of England"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Senior Executive Officer (SEO)","39598","46117","Policy Manager","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Senior Executive Officer (SEO)","39598","46117","Policy Manager","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG333","Grade 7 (G7) - London","48197","57362","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Executive Officer (EO)","27854","32525","Finance Support Officer","1.00","Finance","East Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Executive Officer (EO) - London","27854","32525","Finance Support Officer","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Executive Officer (EO) - London","27854","32525","Finance Support Officer","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Executive Officer (EO) - London","27854","32525","Finance Support Officer","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Executive Officer (EO) - London","27854","32525","Finance Support Officer","0.92","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Executive Officer (EO)","27854","32525","Finance Support Officer","1.00","Finance","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Executive Officer (EO)","27854","32525","Finance Support Officer","1.00","Finance","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Executive Officer (EO)","27854","32525","Finance Support Officer","0.89","Finance","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Grade 6 (G6) - London","63465","74766","Finance Advisor","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Grade 7 (G7)","53132","62477","Finance Advisor","1.00","Finance","East of England"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Grade 7 (G7) - London","53132","62477","Finance Advisor","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Grade 7 (G7) - London","53132","62477","Finance Advisor","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Grade 7 (G7) - London","53132","62477","Finance Advisor","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Grade 7 (G7)","53132","62477","Finance Advisor","1.00","Finance","North East"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Higher Executive Officer (HEO) - London","33210","38300","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Higher Executive Officer (HEO) - London","33210","38300","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Higher Executive Officer (HEO) - London","33210","38300","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Higher Executive Officer (HEO) - London","33210","38300","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Higher Executive Officer (HEO) - London","33210","38300","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Senior Executive Officer (SEO)","39598","46117","Finance Manager","0.81","Finance","East Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Senior Executive Officer (SEO) - London","39598","46117","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Senior Executive Officer (SEO) - London","39598","46117","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Senior Executive Officer (SEO)","39598","46117","Finance Manager","1.00","Finance","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Senior Executive Officer (SEO)","39598","46117","Finance Manager","0.73","Finance","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Administrative Officer (AO) - London","26871","26871","Operational Delivery Support Officer","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Administrative Officer (AO) - London","26871","26871","Operational Delivery Support Officer","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Administrative Officer (AO) - London","26871","26871","Operational Delivery Support Officer","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Administrative Officer (AO) - London","26871","26871","Operational Delivery Support Officer","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Administrative Officer (AO)","26871","26871","Operational Delivery Support Officer","0.58","Operational Delivery","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Executive Officer (EO) - London","27854","32525","Operational Delivery Support Officer","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Executive Officer (EO) - London","27854","32525","Operational Delivery Support Officer","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG336","Executive Officer (EO)","27854","32525","Operational Delivery Support Officer","1.00","Operational Delivery","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","CFO and Corporate","CLG355","Grade 6 (G6) - London","63465","74766","Commercial Advisor","1.00","Commercial","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG356","Grade 7 (G7)","53132","62477","Operational Delivery Advisor","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG356","Executive Officer (EO) - London","27854","32525","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG356","Executive Officer (EO)","27854","32525","Policy Support Officer","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG356","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG356","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG356","Grade 6 (G6)","57446","68460","Policy Advisor","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG356","Grade 7 (G7)","48197","57362","Policy Advisor","1.00","Policy","East of England"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG356","Higher Executive Officer (HEO) - London","30188","34826","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG356","Senior Executive Officer (SEO) - London","36337","42899","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG356","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG356","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","0.65","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG356","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Grade 6 (G6) - London","63465","74766","Communications Advisor","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Executive Officer (EO)","24827","29045","Operational Delivery Support Officer","1.00","Operational Delivery","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Grade 6 (G6)","63465","74766","Policy Advisor","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Grade 7 (G7) - London","48197","57362","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Grade 7 (G7) - London","48197","57362","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Grade 7 (G7) - London","48197","57362","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Grade 7 (G7)","48197","57362","Policy Advisor","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Higher Executive Officer (HEO) - London","30188","34826","Policy Manager","0.86","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Higher Executive Officer (HEO) - London","30188","34826","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Senior Executive Officer (SEO) - London","36337","42899","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG357","Senior Executive Officer (SEO)","39598","46117","Policy Manager","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Local Government Strategy and Analysis","CLG357","Senior Executive Officer (SEO)","39598","46117","Policy Manager","1.00","Policy","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Grade 6 (G6)","63465","74766","Project Delivery Advisor","1.00","Project Delivery","East Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Grade 6 (G6) - London","57446","68460","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Grade 6 (G6) - London","63465","74766","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Grade 7 (G7) - London","48197","57362","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Grade 7 (G7) - London","48197","57362","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","0.81","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Grade 7 (G7)","53132","62477","Project Delivery Advisor","1.00","Project Delivery","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Higher Executive Officer (HEO)","30188","34826","Project Delivery Manager","1.00","Project Delivery","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG364","Senior Executive Officer (SEO) - London","36337","42899","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG373","Senior Executive Officer (SEO) - London","36337","42899","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Safer and Greener Buildings","CLG373","Grade 7 (G7) - London","53132","62477","Project Delivery Advisor","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Executive Officer (EO)","27854","32525","Policy Support Officer","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Executive Officer (EO) - London","27854","32525","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Executive Officer (EO) - London","27854","32525","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Executive Officer (EO)","27854","32525","Policy Support Officer","1.00","Policy","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Executive Officer (EO)","27854","32525","Policy Support Officer","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 6 (G6)","63465","74766","Policy Advisor","1.00","Policy","East of England"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 6 (G6) - London","63465","74766","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Policy Advisor","0.89","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 7 (G7) - London","53132","62477","Policy Advisor","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","North West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Grade 7 (G7)","53132","62477","Policy Advisor","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Higher Executive Officer (HEO)","33210","38300","Policy Manager","1.00","Policy","East of England"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Higher Executive Officer (HEO) - London","30188","34826","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","0.80","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Higher Executive Officer (HEO)","33210","38300","Policy Manager","1.00","Policy","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Higher Executive Officer (HEO)","33210","38300","Policy Manager","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Senior Executive Officer (SEO)","39598","46117","Policy Manager","1.00","Policy","South West"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Stronger Places","CLG380","Senior Executive Officer (SEO)","36337","42899","Policy Manager","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Housing and Planning","CLG382","Executive Officer (EO) - London","24827","29045","Policy Support Officer","0.70","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Housing and Planning","CLG382","Executive Officer (EO) - London","27854","32525","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Housing and Planning","CLG382","Executive Officer (EO) - London","27854","32525","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Housing and Planning","CLG382","Executive Officer (EO) - London","24827","29045","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Housing and Planning","CLG382","Executive Officer (EO) - London","24827","29045","Policy Support Officer","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities","Housing and Planning","CLG382","Executive Officer (EO) - London","27854","32525","Policy Support Officer","1.00","Policy","London"
