"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG566","Senior Executive Officer (SEO) - London","40390","51246","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG572","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG523","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG307","Senior Executive Officer (SEO) - London","40390","51246","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG526","Senior Executive Officer (SEO) - London","40390","51246","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG224","Senior Executive Officer (SEO) - London","40390","51246","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG387","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG452","Senior Executive Officer (SEO) - London","40390","51246","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG324","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG357","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Senior Executive Officer (SEO) - London","40390","51246","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG382","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG526","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG543","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG438","Senior Executive Officer (SEO) - London","40390","51246","Commercial Manager","1.00","Commercial","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Senior Executive Officer (SEO) - London","40390","51246","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG333","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG333","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG546","Senior Executive Officer (SEO) - London","40390","51246","Social Research Manager","1.00","Social Research","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG563","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG307","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG438","Senior Executive Officer (SEO) - London","40390","51246","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG564","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG564","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG570","Senior Executive Officer (SEO) - London","40390","51246","Human Resources Manager","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG557","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Senior Executive Officer (SEO) - London","40390","51246","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG426","Senior Executive Officer (SEO) - London","40390","51246","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG521","Senior Executive Officer (SEO) - London","40390","51246","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG539","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG246","Senior Executive Officer (SEO) - London","40390","51246","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG246","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG245","Senior Executive Officer (SEO) - London","40390","51246","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG245","Senior Executive Officer (SEO) - London","40390","51246","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG361","Senior Executive Officer (SEO) - London","40390","51246","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG435","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG385","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Senior Executive Officer (SEO) - London","40390","51246","Digital Data and Technology Manager","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG575","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG254","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG361","Senior Executive Officer (SEO) - London","40390","51246","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG486","Senior Executive Officer (SEO) - London","40390","51246","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG556","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG387","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG484","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG484","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG484","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG488","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG556","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG448","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG427","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG357","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG511","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG505","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG224","Senior Executive Officer (SEO) - London","40390","51246","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG420","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG420","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG448","Senior Executive Officer (SEO) - London","40390","51246","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG485","Senior Executive Officer (SEO) - London","40390","51246","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG345","Senior Executive Officer (SEO) - London","40390","51246","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG539","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG450","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG450","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Senior Executive Officer (SEO) - London","40390","51246","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG504","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG504","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG504","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG504","Senior Executive Officer (SEO) - London","40390","51246","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG570","Grade 7 (G7)","49697","58862","Human Resources Advisor","1.00","Human Resources","Manchester"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG563","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","Manchester"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG523","Higher Executive Officer (HEO)","30792","39156","Policy Manager","1.00","Policy","Manchester"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG562","Higher Executive Officer (HEO)","30792","39156","Policy Manager","1.00","Policy","Manchester"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Senior Executive Officer (SEO)","37064","47317","Digital Data and Technology Manager","1.00","Digital Data and Technology","Manchester"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG452","Senior Executive Officer (SEO)","37064","47317","Policy Manager","1.00","Policy","Manchester"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG507","Senior Executive Officer (SEO)","37064","47317","Policy Manager","1.00","Policy","Manchester"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG330","Fast Stream (HEOD)","33210","38300","Statistics Manager","1.00","Statistics","Newcastle"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG562","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","Newcastle"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG445","Grade 7 (G7)","49697","58862","Finance Advisor","1.00","Finance","Newcastle"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG330","Higher Executive Officer (HEO)","30792","39156","Statistics Manager","1.00","Statistics","Newcastle"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG382","Higher Executive Officer (HEO)","30792","39156","Policy Manager","1.00","Policy","Newcastle"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG288","Senior Executive Officer (SEO)","37064","47317","Knowledge & Information Management (KIM) Manager","1.00","Knowledge & Information Management (KIM)","Newcastle"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG445","Senior Executive Officer (SEO)","37064","47317","Finance Manager","1.00","Finance","Newcastle"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG542","Senior Executive Officer (SEO)","37064","47317","Statistics Manager","1.00","Statistics","Newcastle"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG484","Executive Officer (EO)","25324","30045","Operational Delivery Support Officer","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG343","Executive Officer (EO)","25324","30045","Policy Support Officer","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG451","Executive Officer (EO)","25324","30045","Operational Delivery Support Officer","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG435","Executive Officer (EO)","25324","30045","Policy Support Officer","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Fast Stream (HEOD)","33210","38300","Statistics Manager","1.00","Statistics","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG330","Fast Stream (HEOD)","33210","38300","Statistics Manager","1.00","Statistics","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG570","Grade 6 (G6)","58946","69960","Human Resources Advisor","1.00","Human Resources","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG445","Grade 6 (G6)","58946","69960","Finance Advisor","1.00","Finance","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG419","Grade 6 (G6)","58946","69960","Operational Delivery Advisor","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG391","Grade 6 (G6)","58946","69960","Operational Delivery Advisor","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG556","Grade 6 (G6)","58946","69960","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG500","Grade 6 (G6)","58946","69960","Operational Delivery Advisor","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG252","Grade 6 (G6)","58946","69960","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG466","Grade 6 (G6)","58946","69960","Planning Advisor","1.00","Planning","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Grade 6 (G6)","58946","69960","Statistics Advisor","1.00","Statistics","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG439","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG504","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG263","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG345","Grade 7 (G7)","49697","58862","Finance Advisor","1.00","Finance","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG486","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG386","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG485","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG186","Grade 7 (G7)","49697","58862","Planning Advisor","1.00","Planning","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG345","Grade 7 (G7)","49697","58862","Finance Advisor","1.00","Finance","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG386","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG333","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG518","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG343","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Grade 7 (G7)","49697","58862","Finance Advisor","1.00","Finance","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG386","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG539","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG542","Grade 7 (G7)","49697","58862","Statistics Advisor","1.00","Statistics","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG542","Grade 7 (G7)","49697","58862","Statistics Advisor","1.00","Statistics","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG542","Grade 7 (G7)","49697","58862","Statistics Advisor","1.00","Statistics","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG385","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG543","Grade 7 (G7)","49697","58862","Project Delivery Advisor","1.00","Project Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG343","Grade 7 (G7)","49697","58862","Policy Advisor","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG452","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG452","Grade 7 (G7)","49697","58862","Operational Delivery Advisor","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG452","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG452","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG486","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG435","Higher Executive Officer (HEO)","30792","39156","Policy Manager","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Higher Executive Officer (HEO)","30792","39156","Statistics Manager","1.00","Statistics","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG543","Higher Executive Officer (HEO)","30792","39156","Project Delivery Manager","1.00","Project Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG485","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG485","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG393","Higher Executive Officer (HEO)","30792","39156","Finance Manager","1.00","Finance","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG543","Higher Executive Officer (HEO)","30792","39156","Project Delivery Manager","1.00","Project Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG420","Higher Executive Officer (HEO)","30792","39156","Policy Manager","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Higher Executive Officer (HEO)","30792","39156","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG343","Higher Executive Officer (HEO)","30792","39156","Policy Manager","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG452","Senior Executive Officer (SEO)","37064","47317","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Senior Executive Officer (SEO)","37064","47317","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG321","Senior Executive Officer (SEO)","37064","47317","Policy Manager","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG361","Senior Executive Officer (SEO)","37064","47317","Planning Manager","1.00","Planning","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG486","Senior Executive Officer (SEO)","37064","47317","Policy Manager","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG393","Senior Executive Officer (SEO)","37064","47317","Finance Manager","1.00","Finance","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG517","Senior Executive Officer (SEO)","37064","47317","Finance Manager","1.00","Finance","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG386","Senior Executive Officer (SEO)","37064","47317","Policy Manager","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG485","Senior Executive Officer (SEO)","37064","47317","Internal Audit Manager","1.00","Internal Audit","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG485","Senior Executive Officer (SEO)","37064","47317","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG271","Senior Executive Officer (SEO)","37064","47317","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG485","Senior Executive Officer (SEO)","37064","47317","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG142","Senior Executive Officer (SEO)","37064","47317","Planning Manager","1.00","Planning","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG539","Senior Executive Officer (SEO)","37064","47317","Policy Manager","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG400","Senior Executive Officer (SEO)","37064","47317","Project Delivery Manager","1.00","Project Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG543","Senior Executive Officer (SEO)","37064","47317","Policy Manager","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG575","Senior Executive Officer (SEO)","37064","47317","Policy Manager","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Senior Executive Officer (SEO)","37064","47317","Finance Manager","1.00","Finance","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG339","Senior Executive Officer (SEO)","37064","47317","Policy Manager","1.00","Policy","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG448","Senior Executive Officer (SEO)","37064","47317","Operational Delivery Manager","1.00","Operational Delivery","North East"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Administrative Officer (AO)","24324","24324","Human Resources Support Officer","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Administrative Officer (AO)","24324","24324","Human Resources Support Officer","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG146","Administrative Officer (AO)","24324","24324","Human Resources Support Officer","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Administrative Officer (AO)","24324","24324","Human Resources Support Officer","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Administrative Officer (AO)","24324","24324","Human Resources Support Officer","1.00","Human Resources","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG387","Administrative Officer (AO)","24324","24324","Operational Delivery Support Officer","1.00","Operational Delivery","North West"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Administrative Officer (AO)","24324","24324","Human Resources Support Officer","1.00","Human Resources","North West"
