"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG484","Executive Officer (EO)","25324","30045","EO - Regeneration","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG546","Executive Officer (EO)","25324","30045","EO - Local Growth Analysis","1.00","Project Delivery","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG546","Executive Officer (EO)","25324","30045","EO - Local Growth Analysis","1.00","Operational Delivery","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG599","Executive Officer (EO)","25324","30045","EO - Executive Team Office","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG324","Executive Officer (EO)","25324","30045","EO - Homelessness and Rough Sleeping","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG321","Executive Officer (EO)","25324","30045","EO - Homelessness Strategy","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG419","Executive Officer (EO)","25324","30045","EO - Faith, Integration and Communities","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG427","Executive Officer (EO)","25324","30045","EO - LG Stewardship","1.00","Operational Delivery","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG445","Executive Officer (EO)","25324","30045","EO - Local Government Strategy","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG333","Executive Officer (EO)","25324","30045","EO - Local Government Strategy","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG557","Executive Officer (EO)","25324","30045","EO - Housing Investment","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG488","Executive Officer (EO)","25324","30045","EO - Housing Performance","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG414","Executive Officer (EO)","25324","30045","EO - Homelessness,Leasehold & Private Renting","0.70","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG556","Executive Officer (EO)","25324","30045","EO - Private Rented Sector","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG556","Executive Officer (EO)","25324","30045","EO - Private Rented Sector","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG556","Executive Officer (EO)","25324","30045","EO - Private Rented Sector","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG566","Executive Officer (EO)","25324","30045","EO - Development Plans Implementation","0.77","Planning","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG367","Executive Officer (EO)","25324","30045","EO - Local Infrastructure Policy-CIL/s106","1.00","Planning","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG591","Executive Officer (EO)","25324","30045","EO - PCU - Local Authority Casework Unit","1.00","Planning","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG417","Executive Officer (EO)","25324","30045","EO - Planning Reform","1.00","Planning","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG424","Executive Officer (EO)","25324","30045","EO - Social-housing","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG375","Executive Officer (EO)","25324","30045","EO - Net Zero","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG243","Executive Officer (EO)","25324","30045","EO - Financial Remediation & Residents","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG504","Executive Officer (EO)","25324","30045","EO - Electoral Integrity","1.00","Policy","West Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG271","Executive Officer (EO)","25324","30045","EO - NE & Y&H Growth Delivery Team","0.43","Operational Delivery","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Executive Officer (EO)","25324","30045","EO - Parliamentary & Correspondence","1.00","Communications","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG599","Executive Officer (EO)","25324","30045","EO - Executive Team Office","0.81","Policy","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG367","Executive Officer (EO)","25324","30045","EO - Planning","1.00","Planning","Yorkshire and the Humber"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG551","Grade 6 (G6)","58946","69960","G6 - Levelling Up Missions Implementation","1.00","Project Delivery","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG569","Grade 6 (G6)","58946","69960","G6 - English Devolution & Institutions","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG451","Grade 6 (G6)","58946","69960","G6 - Housing Strategy","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG556","Grade 6 (G6)","58946","69960","G6 - Private Rented Sector","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG566","Grade 6 (G6)","58946","69960","G6 - Local Plan Strategy & Analysis","0.86","Planning","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG245","Grade 6 (G6)","58946","69960","G6 - Planning - Development Management","1.00","Planning","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG186","Grade 6 (G6)","58946","69960","G6 - Planning Reform","1.00","Planning","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG500","Grade 6 (G6)","58946","69960","G6 - BSP-Programme&Governance","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG504","Grade 6 (G6)","58946","69960","G6 - Electoral Integrity","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG490","Grade 6 (G6)","58946","69960","G6 - LG Engagement","0.80","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG487","Grade 6 (G6)","58946","69960","G6 - Scotland","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG514","Grade 6 (G6)","58946","69960","G6 - Strategy","1.00","Policy","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG459","Grade 6 (G6)","58946","69960","G6 - West Mids, South West & Western Gateway","0.80","Operational Delivery","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG459","Grade 6 (G6)","58946","69960","G6 - West Mids, South West & Western Gateway","0.60","Project Delivery","Devolved Nations"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG601","Grade 6 (G6)","58946","69960","G6 - Digital Delivery","1.00","Digital Data and Technology","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG586","Grade 6 (G6)","58946","69960","G6 - IT Infrastructure","1.00","Finance","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG570","Grade 6 (G6)","58946","69960","G6 - Business Planning","1.00","Operational Delivery","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG339","Grade 6 (G6)","58946","69960","G6 - Housing Investment","1.00","Policy","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG590","Grade 6 (G6)","58946","69960","G6 - Regeneration","1.00","Policy","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG569","Grade 6 (G6)","58946","69960","G6 - English Devolution & institutions","1.00","Policy","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG518","Grade 6 (G6)","58946","69960","G6 - COVID-19 Inquiry Unit","1.00","Operational Delivery","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG404","Grade 6 (G6)","58946","69960","G6 - Building Remediation Programme","1.00","Project Delivery","East Midlands"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG271","Grade 6 (G6)","58946","69960","G6 - Greater SE Growth Delivery Team","1.00","Operational Delivery","East of England"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG307","Grade 6 (G6)","58946","69960","G6 - Financial Remediation & Residents","0.56","Policy","East of England"
"Department for Levelling Up, Housing and Communities","DLUHC","Union, Elections and Places","CLG507","Grade 6 (G6)","58946","69960","G6 - Electoral Integrity Project","0.60","Policy","East of England"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG266","Grade 6 (G6) - London","64965","76266","G6 - Better Regulation Team","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Grade 6 (G6) - London","64965","76266","G6 - CGA","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG217","Grade 6 (G6) - London","64965","76266","G6 - Data Analytics and Statistics","1.00","Social Research","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Grade 6 (G6) - London","64965","76266","G6 - Data Analytics and Statistics","0.67","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Grade 6 (G6) - London","64965","76266","G6 - Data Analytics and Statistics","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG268","Grade 6 (G6) - London","64965","76266","G6 - Data Analytics and Statistics","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG266","Grade 6 (G6) - London","64965","76266","G6 - Elections Research and Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Grade 6 (G6) - London","64965","76266","G6 - Evaluation & Research Programme","1.00","Social Research","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Grade 6 (G6) - London","64965","76266","G6 - Family Leave","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG217","Grade 6 (G6) - London","64965","76266","G6 - Housing and Planning Analysis","0.83","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG217","Grade 6 (G6) - London","64965","76266","G6 - Housing and Planning Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG217","Grade 6 (G6) - London","64965","76266","G6 - Housing and Planning Analysis","1.00","Social Research","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Grade 6 (G6) - London","64965","76266","G6 - Housing and Planning Statistics","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Grade 6 (G6) - London","64965","76266","G6 - Housing Need & Vulnerable People","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG330","Grade 6 (G6) - London","64965","76266","G6 - Insights Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG330","Grade 6 (G6) - London","64965","76266","G6 - Insights Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG330","Grade 6 (G6) - London","64965","76266","G6 - Insights Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG330","Grade 6 (G6) - London","64965","76266","G6 - Insights Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Grade 6 (G6) - London","64965","76266","G6 - Insights Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG268","Grade 6 (G6) - London","64965","76266","G6 - Local Policy Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG268","Grade 6 (G6) - London","64965","76266","G6 - Local Policy Analysis","0.90","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG268","Grade 6 (G6) - London","64965","76266","G6 - Local Policy Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG330","Grade 6 (G6) - London","64965","76266","G6 - Outward Secondment","0.66","Social Research","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Grade 6 (G6) - London","64965","76266","G6 - Vulnerable Groups Analysis","1.00","Social Research","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG445","Grade 6 (G6) - London","64965","76266","G6 - Central Portfolio Office","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG445","Grade 6 (G6) - London","64965","76266","G6 - Central Portfolio Office","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG398","Grade 6 (G6) - London","64965","76266","G6 - Commercial","1.00","Commercial","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG398","Grade 6 (G6) - London","64965","76266","G6 - Commercial","1.00","Commercial","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG355","Grade 6 (G6) - London","64965","76266","G6 - Commercial","1.00","Commercial","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG438","Grade 6 (G6) - London","64965","76266","G6 - Commercial - Procurement","1.00","Commercial","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG438","Grade 6 (G6) - London","64965","76266","G6 - Commercial - Procurement","1.00","Security","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG438","Grade 6 (G6) - London","64965","76266","G6 - Estates","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG397","Grade 6 (G6) - London","64965","76266","G6 - Service Delivery Division","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG393","Grade 6 (G6) - London","64965","76266","G6 - Stress Testing","0.60","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG522","Grade 6 (G6) - London","64965","76266","G6 - Comms & Engagement","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG521","Grade 6 (G6) - London","64965","76266","G6 - Communications","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG513","Grade 6 (G6) - London","64965","76266","G6 - Corporate Communications","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG522","Grade 6 (G6) - London","64965","76266","G6 - External Communications","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG521","Grade 6 (G6) - London","64965","76266","G6 - Internal Communications","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG522","Grade 6 (G6) - London","64965","76266","G6 - Ministerial Speechwriting","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG586","Grade 6 (G6) - London","64965","76266","G6 - Business Solutions Team","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG586","Grade 6 (G6) - London","64965","76266","G6 - Business Solutions Team","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Grade 6 (G6) - London","64965","76266","G6 - Digital","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG601","Grade 6 (G6) - London","64965","76266","G6 - Digital","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG422","Grade 6 (G6) - London","64965","76266","G6 - Digital","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Grade 6 (G6) - London","64965","76266","G6 - Digital","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG601","Grade 6 (G6) - London","64965","76266","G6 - Digital Delivery","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG601","Grade 6 (G6) - London","64965","76266","G6 - Digital Delivery","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG422","Grade 6 (G6) - London","64965","76266","G6 - Digital Delivery","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG422","Grade 6 (G6) - London","64965","76266","G6 - Digital Delivery","0.80","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Grade 6 (G6) - London","64965","76266","G6 - Family Leave","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG586","Grade 6 (G6) - London","64965","76266","G6 - IT Infrastructure","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG601","Grade 6 (G6) - London","64965","76266","G6 - Knowledge & IT","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG586","Grade 6 (G6) - London","64965","76266","G6 - New Requirements","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG288","Grade 6 (G6) - London","64965","76266","G6 - Records Management","0.80","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG288","Grade 6 (G6) - London","64965","76266","G6 - Records Management","0.50","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG288","Grade 6 (G6) - London","64965","76266","G6 - Records Management","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG601","Grade 6 (G6) - London","64965","76266","G6 - Service Delivery","1.00","Digital Data and Technology","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG601","Grade 6 (G6) - London","64965","76266","G6 - Service Delivery Division","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG586","Grade 6 (G6) - London","64965","76266","G6 - Service Delivery Division","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Grade 6 (G6) - London","64965","76266","G6 - Estimates & Fiscal Events","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG499","Grade 6 (G6) - London","64965","76266","G6 - Finance & Performance - Housing","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG499","Grade 6 (G6) - London","64965","76266","G6 - Finance & Performance - Housing","0.91","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Grade 6 (G6) - London","64965","76266","G6 - Finance & Performance - Local Gov&Growth","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG499","Grade 6 (G6) - London","64965","76266","G6 - Finance & Performance Housing & Planning","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG499","Grade 6 (G6) - London","64965","76266","G6 - Finance and Performance","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Grade 6 (G6) - London","64965","76266","G6 - Finance BPTeam (Housing Planning & Land)","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Grade 6 (G6) - London","64965","76266","G6 - Finance Reporting & Systems","0.81","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Grade 6 (G6) - London","64965","76266","G6 - Finance Reporting and Control","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG603","Grade 6 (G6) - London","64965","76266","G6 - Finance Shared Service Division","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Grade 6 (G6) - London","64965","76266","G6 - Financial Reporting & Control","0.60","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG588","Grade 6 (G6) - London","64965","76266","G6 - Financial Strategy","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG588","Grade 6 (G6) - London","64965","76266","G6 - Financial Strategy","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG479","Grade 6 (G6) - London","64965","76266","G6 - Early Careers","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG570","Grade 6 (G6) - London","64965","76266","G6 - Leadership, Talent & Change","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG570","Grade 6 (G6) - London","64965","76266","G6 - Leadership, Talent & Change","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG479","Grade 6 (G6) - London","64965","76266","G6 - Organisational & People Development","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG570","Grade 6 (G6) - London","64965","76266","G6 - Organisational & People Development","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG479","Grade 6 (G6) - London","64965","76266","G6 - Organisational and People Development","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG479","Grade 6 (G6) - London","64965","76266","G6 - Organisational and People Development","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG479","Grade 6 (G6) - London","64965","76266","G6 - Organisational and People Development","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG479","Grade 6 (G6) - London","64965","76266","G6 - Organisational and People Development","0.86","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG605","Grade 6 (G6) - London","64965","76266","G6 - Pay & Reward","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG604","Grade 6 (G6) - London","64965","76266","G6 - Public Appointments Team","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG605","Grade 6 (G6) - London","64965","76266","G6 - Workforce Planning","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG452","Grade 6 (G6) - London","64965","76266","G6 - West Mids, South West & Western Gateway","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG271","Grade 6 (G6) - London","64965","76266","G6 - Operational Delivery","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG486","Grade 6 (G6) - London","64965","76266","G6 - Portfolio Management Office","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG486","Grade 6 (G6) - London","64965","76266","G6 - Portfolio Management Office","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG486","Grade 6 (G6) - London","64965","76266","G6 - SEZ & Strategic Investment","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG339","Grade 6 (G6) - London","64965","76266","G6 - Outward Secondment","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG485","Grade 6 (G6) - London","64965","76266","G6 - Cities & Local Growth","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG590","Grade 6 (G6) - London","64965","76266","G6 - Freeports","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG508","Grade 6 (G6) - London","64965","76266","G6 - Family Leave","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG439","Grade 6 (G6) - London","64965","76266","G6 - Funding Policy Design","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG382","Grade 6 (G6) - London","64965","76266","G6 - Levelling up policy","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG382","Grade 6 (G6) - London","64965","76266","G6 - Levelling Up Policy & Delivery","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG382","Grade 6 (G6) - London","64965","76266","G6 - Levelling Up Policy & Strategy","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG551","Grade 6 (G6) - London","64965","76266","G6 - Levelling Up Policy & Strategy","1.00","Economics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG551","Grade 6 (G6) - London","64965","76266","G6 - Levelling Up Policy & Strategy","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG546","Grade 6 (G6) - London","64965","76266","G6 - Local Growth Analysis","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG546","Grade 6 (G6) - London","64965","76266","G6 - Local Growth Analysis","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG546","Grade 6 (G6) - London","64965","76266","G6 - Local Growth Analysis","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG545","Grade 6 (G6) - London","64965","76266","G6 - LU Policy & Delivery","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Grade 6 (G6) - London","64965","76266","G6 - Outward Secondment","0.78","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Grade 6 (G6) - London","64965","76266","G6 - Policy Unit","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG501","Grade 6 (G6) - London","64965","76266","G6 - Policy Unit","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG508","Grade 6 (G6) - London","64965","76266","G6 - Strategy","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG154","Grade 6 (G6) - London","64965","76266","G6 - Deep Dives","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG154","Grade 6 (G6) - London","64965","76266","G6 - Deep Dives","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG569","Grade 6 (G6) - London","64965","76266","G6 - English Devolution & Institutions","1.00","Policy","London"
