"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level A2 Apprentice (Nat)","16767","18900","Business Centre Support Officer","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level A2 Apprentice (Nat)","16767","18900","Casework Assistant","6.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level A2 Apprentice (Nat)","16767","18900","Victim Liaison Assistant","0.81","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Advocacy Clerk","2.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Business Centre Support Manager","1.65","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Business Support Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Case Progression Manager","4.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Casework Administration Manager","8.53","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Court Manager","0.81","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Fees Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Paralegal Officer","18.18","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Senior Personal Assistant","3.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 (Nat)","25480","28430","Victim Liaison Officer","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Legal Trainee (Nat)","25480","28430","Legal Trainee","7.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Advocacy Clerk","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Business Support Manager","0.64","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Casework Administration Manager","0.80","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Court Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Paralegal Officer","38.03","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B1 Paralegal Off (Nat)","25480","28430","Victim Liaison Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","Area Finance Manager","0.81","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","Area Performance Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","Business Change Officer","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","Facilities, Estates and Security Manager","2.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","HR Advisor","2.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 (Nat)","30130","33310","Paralegal Business Manager","1.79","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 Paralegal BM (Nat)","30130","33310","Court Manager","2.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B2 Paralegal BM (Nat)","30130","33310","Paralegal Business Manager","7.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B3 (Nat)","38180","43390","Area Communication Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level B3 (Nat)","38180","43390","Operational Business Manager","4.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level D Admin (Nat)","50850","59670","Head of Business Centre","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level D Admin (Nat)","50850","59670","Senior Operational Business Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Level E Admin (Nat)","67000","77290","Area Business Manager","0.92","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Paralegal Assistant (Nat)","20251","23470","Court Manager","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Paralegal Assistant (Nat)","20251","23470","Paralegal Assistant","16.84","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Principal Crown Advocate (Nat)","76230","83570","Principal Crown Advocate","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Senior Crown Advocate (Nat)","66410","71740","Senior Crown Advocate","7.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","124.63","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Senior Crown Prosecutor BAR","50519","62590","Senior Crown Prosecutor","1.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","NORTH WEST","CPS-G-005","Specialist Prosecutor (Nat)","56890","66990","Specialist Prosecutor","2.00","Government Legal Profession","North West"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","AP Solicitor Apprentice (Lon)","32040","36240","Trainee Solicitor","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Associate Prosecutor (Lon)","32040","36240","Associate Prosecutor","7.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","B1 Solicitor Apprentice (Lon)","26970","30110","Paralegal Officer","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Crown Advocate (Lon)","56460","64670","Crown Advocate","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Crown Advocate ABP (Lon)","65440","69430","Crown Advocate","2.80","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Crown Prosecutor (Lon)","40000","44660","Crown Prosecutor","8.66","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Crown Prosecutor (Nat)","38000","42630","Crown Prosecutor","3.60","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 Legal Trainee (Lon)","26970","30110","Legal Trainee","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Legal Manager 1 (London)","63960","71310","District Crown Prosecutor","14.19","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Legal Manager 1 (National)","58040","66990","District Crown Prosecutor","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Legal Manager 2 (London)","70890","79430","Senior District Crown Prosecutor","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 (Lon)","20120","23520","Administrative Officer","8.86","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 (Lon)","20120","23520","Business Centre Support Officer","2.16","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 (Lon)","20120","23520","Business Support Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 (Lon)","20120","23520","Casework Assistant","13.01","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 (Lon)","20120","23520","Fees Clerk","3.62","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 (Nat)","18736","21950","Casework Assistant","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 Apprentice (Lon)","20120","23520","Administrative Assistant","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 Apprentice (Lon)","20120","23520","Administrative Officer","23.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 Apprentice (Lon)","20120","23520","Business Centre Support Officer","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 Apprentice (Lon)","20120","23520","Casework Assistant","4.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 Apprentice (Lon)","20120","23520","Crown Court Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 Apprentice (Nat)","16767","18900","Administrative Officer","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 PS (Lon)","20120","23520","Casework Assistant","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level A2 PS (Lon)","20120","23520","Paralegal Assistant","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Administrative Officer","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Business Centre Support Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Business Support Manager","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Case Progression Manager","1.61","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Casework Administration Manager","3.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Charging Centre Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Crown Court Manager","4.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Learning and Development Team Leader","1.76","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Paralegal Business Manager","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Paralegal Officer","2.86","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Senior Personal Assistant","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Lon)","26970","30110","Victim Liaison Officer","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 (Nat)","25480","28430","Senior Personal Assistant","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 Legal Trainee (Lon)","26970","30110","Legal Trainee","7.60","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 Paralegal Off (Lon)","26970","30110","Crown Court Manager","2.04","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 Paralegal Off (Lon)","26970","30110","Fees Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B1 Paralegal Off (Lon)","26970","30110","Paralegal Officer","35.80","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B2 (Lon)","31560","35020","Area Performance Manager","1.29","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B2 (Lon)","31560","35020","Facilities, Estates and Security Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B2 (Lon)","31560","35020","HR Advisory Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B2 Paralegal BM (Lon)","31560","35020","Paralegal Business Manager","4.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B3 (Lon)","39750","45530","Area Communications Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B3 (Lon)","39750","45530","Inclusion and Community Engagement Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B3 (Lon)","39750","45530","Senior Business Manager","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level B3 (Lon)","39750","45530","Senior Finance Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level E Admin (Lon)","69680","79410","Head of Business Centre","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level E Admin (Lon)","69680","79410","Senior Operational Business Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Level E Admin (Lon)","69680","79410","Area Business Manager","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Paralegal Assistant (Lon)","20999","24590","Paralegal Assistant","15.81","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Principal Crown Advocate (QC)","99790","120760","Principal Crown Advocate","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Senior Crown Advocate (Lon)","69300","74660","Senior Crown Advocate","2.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Senior Crown Prosecutor (Lon)","50519","62590","Senior Crown Prosecutor","76.72","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","8.41","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH EAST","CPS-G-014","Senior Crown Prosecutor BAR","50519","62590","Senior Crown Prosecutor","1.00","Government Legal Profession","South East"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Associate Prosecutor (Nat)","30930","34480","Associate Prosecutor","8.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","B1 Solicitor Apprentice (Nat)","25480","28430","Solicitor Apprentice","3.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Crown Advocate (Nat)","51940","59930","Crown Advocate","6.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","5.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Crown Prosecutor (Nat)","38000","42630","Crown Prosecutor","4.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Legal Manager 1 (National)","58040","66990","Legal Manager","14.92","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Legal Manager 2 (National)","67320","77300","Senior District Crown Prosecutor","3.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level A2 (Nat)","18736","21950","Administrative Officer","2.43","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level A2 (Nat)","18736","21950","Casework Assistant","19.07","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level A2 (Nat)","18736","21950","Victim Liaison Assistant","1.60","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level A2 Apprentice (Nat)","16767","18900","Casework Assistant","20.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Administrative Officer","0.81","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Advocacy Clerk","2.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Business Support Manager","2.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Case Progression Manager","4.39","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Administrative Manager","5.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Charging Workflow Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Complaints Co-ordinator","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Delivery Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Fees Manager","2.30","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 (Nat)","25480","28430","Senior Personal Assistant","2.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 Legal Trainee (Nat)","25480","28430","Legal Trainee","5.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 Paralegal Off (Nat)","25480","28430","Paralegal Assistant","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B1 Paralegal Off (Nat)","25480","28430","Paralegal Officer","23.62","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 (Nat)","30130","33310","Area Finance Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 (Nat)","30130","33310","Area Performance Manager","0.92","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 (Nat)","30130","33310","Change Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 (Nat)","30130","33310","Court Centre Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 (Nat)","30130","33310","HR Advisor","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B2 Paralegal BM (Nat)","30130","33310","Paralegal Business Manager","5.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B3 (Nat)","38180","43390","Area Communications Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B3 (Nat)","38180","43390","Inclusion & Community Engagement Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level B3 (Nat)","38180","43390","Operational Business Manager","3.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level D Admin (Nat)","50850","59670","Head of Business Operations Centre","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level D Admin (Nat)","50850","59670","Senior Operational Business Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Level E Admin (Nat)","67000","77290","Area Business Manager","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Paralegal Assistant (Nat)","20251","23470","Paralegal Assistant","7.83","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Advocate (Nat)","66410","71740","Senior Crown Advocate","2.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Prosecutor (Nat)","48077","55610","District Crown Prosecutor","1.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","58.73","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Prosecutor (Nat)","48077","55610","Senior Crown Prosecutor","23.55","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","SOUTH WEST","CPS-G-008","Senior Crown Prosecutor BAR","50519","62590","Senior Crown Prosecutor BAR","2.00","Government Legal Profession","South West"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Associate Prosecutor (Nat)","30930","34480","Associate Prosecutor","5.84","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Associate Prosecutor 2 (Nat)","34290","37780","Associate Prosecutor 2","3.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Crown Advocate (Nat)","51940","59930","Crown Advocate","3.21","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Crown Advocate ABP (Nat)","60810","64510","Crown Advocate","4.80","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Crown Prosecutor (Nat)","38000","42630","Crown Prosecutor","9.80","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Legal Manager 1 (National)","58040","66990","Legal Manager","15.51","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Legal Manager 2 (National)","67320","77300","Legal Manager","1.92","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level A2 (Nat)","18736","21950","Business Centre Administrator","3.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level A2 (Nat)","18736","21950","Casework Assistant","43.63","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level A2 Apprentice (Nat)","16767","18900","Casework Assistant","5.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level A2 Apprentice (Nat)","16767","18900","Paralegal Assistant","1.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 (Nat)","25480","28430","Business Centre Support Manager","1.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 (Nat)","25480","28430","Business Services Manager","0.81","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 (Nat)","25480","28430","Case Progression Officer","2.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 (Nat)","25480","28430","Casework Administration Manager","8.46","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 (Nat)","25480","28430","Complaints Co-ordinator","1.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 (Nat)","25480","28430","Court Manager","3.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 (Nat)","25480","28430","Crown Advocacy Clerk","1.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 (Nat)","25480","28430","Fees Manager","1.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 (Nat)","25480","28430","Paralegal Officer","4.43","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 (Nat)","25480","28430","Senior Personal Assistant","2.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 (Nat)","25480","28430","Victim Liaison Officer","1.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 Legal Trainee (Nat)","25480","28430","Legal Trainee","5.00","Government Legal Profession","Wales"
"Attorney General's Office","Crown Prosecution Service","CYMRU/WALES","CPS-G-029","Level B1 Paralegal Off (Nat)","25480","28430","Paralegal Officer","24.42","Government Legal Profession","Wales"
